;label;name
934;LOC;Nordfjordeid
935;LOC;Mogrenda
936;LOC;Torvika
937;LOC;Grodås
938;LOC;Sandane
939;LOC;Byrkjelo
940;LOC;Re
941;LOC;Stryn
942;LOC;Innvik
943;LOC;Olden
944;LOC;Hardbakke
945;LOC;Molde
946;LOC;Hjelset
947;LOC;Kleive
948;LOC;Hovdenakken
949;LOC;Nesjestranda
950;LOC;Torhaug
951;LOC;Kristiansund
952;LOC;Hoffland
953;LOC;Ålesund 
954;LOC;Årset
955;LOC;Myklebost
956;LOC;Larsnes
957;LOC;Haugsbygda
958;LOC;Gjerde
959;LOC;Kvalsund
960;LOC;Fosnavåg
961;LOC;Remøy
962;LOC;Leinstrand
963;LOC;Moltustranda
964;LOC;Tjørvåg
965;LOC;Leikong
966;LOC;Dragsund 
967;LOC;Ulsteinvik
968;LOC;Sundgot
969;LOC;Hjørungavåg
970;LOC;Brandal
971;LOC;Hareid
972;LOC;Volda
973;LOC;Mork
974;LOC;Ørsta
975;LOC;Sætre
976;LOC;Sjøholt
977;LOC;Stranda
978;LOC;Hellesylt
979;LOC;Stordal
980;LOC;Ikornnes
981;LOC;Straumgjerde
982;LOC;Sykkylven
983;LOC;Skodje
984;LOC;Roald
985;LOC;Leitebakk
986;LOC;Giske
987;LOC;Nordstrand
988;LOC;Austnes
989;LOC;Brattvåg
990;LOC;Søvik
991;LOC;Tomra
992;LOC;Vestnes
993;LOC;Fiksdal
994;LOC;Isfjorden
995;LOC;Åndalsnes
996;LOC;Brønnsletten
997;LOC;Voll
998;LOC;Innfjorden
999;LOC;Eidsvåg
1000;LOC;Rausand
1001;LOC;Midsund
1002;LOC;Steinshamn
1003;LOC;Aukra
1004;LOC;Hollingen 
1005;LOC;Elnesvågen
1006;LOC;Bud
1007;LOC;Tornes
1008;LOC;Farstad
1009;LOC;Malme
1010;LOC;Sylte
1011;LOC;Eide
1012;LOC;Storbakken
1013;LOC;Solsletta
1014;LOC;Rensvik
1015;LOC;Tingvollvågen
1016;LOC;Grøa
1017;LOC;Hoelsand
1018;LOC;Sunndalsøra
1019;LOC;Skei-Surnadalsøra
1020;LOC;Glærem
1021;LOC;Rindal
1022;LOC;Aure
1023;LOC;Fiskåbygd
1024;LOC;Kårvåg
1025;LOC;Bremsnes
1026;LOC;Sveggen
1027;LOC;Batnfjordsøra
1028;LOC;Torvikbukt
1029;LOC;Liabø
1030;LOC;Trondheim
1031;LOC;Trolla
1032;LOC;Spongdal
1033;LOC;Ringvol
1034;LOC;Langørjan
1035;LOC;Bratsberg
1036;LOC;Nypan
1037;LOC;Kyrksæterøra
1038;LOC;Fillan
1039;LOC;Hestvika
1040;LOC;Hammarvika
1041;LOC;Sistranda
1042;LOC;Uthaug
1043;LOC;Opphaug
1044;LOC;Brekstad
1045;LOC;Ottersbo
1046;LOC;Selbekken
1047;LOC;Råkvågen
1048;LOC;Årnset
1049;LOC;Askjem
1050;LOC;Vangsåsen
1051;LOC;Botngård
1052;LOC;Lysøysund
1053;LOC;Karlestrand
1054;LOC;Å I Åfjord
1055;LOC;Oppdal
1056;LOC;Berkåk
1057;LOC;Løkken
1058;LOC;Storås
1059;LOC;Meldal
1060;LOC;Orkanger
1061;LOC;Fannrem
1062;LOC;Svorkmo
1063;LOC;Røros
1064;LOC;Støren
1065;LOC;Soknedal
1066;LOC;Melhus
1067;LOC;Kvål
1068;LOC;Ler
1069;LOC;Lundamo
1070;LOC;Hovin
1071;LOC;Korsvegen
1072;LOC;Storsand
1073;LOC;Eggkleiva
1074;LOC;Buvika
1075;LOC;Ilhaugen
1076;LOC;Børsa
1077;LOC;Viggja
1078;LOC;Klæbu
1079;LOC;Tanem
1080;LOC;Malvik 
1081;LOC;Muruvik
1082;LOC;Hommelvik
1083;LOC;Mebonden
1084;LOC;Trøa
1085;LOC;Renbygda
1086;LOC;Sparbu
1087;LOC;Mære
1088;LOC;Steinkjer
1089;LOC;Velde
1090;LOC;Bangsund
1091;LOC;Namsos
1092;LOC;Spillum
1093;LOC;Midtbygda
1094;LOC;Hegra
1095;LOC;Skatval
1096;LOC;Stjørdalshalsen
1097;LOC;Hell
1098;LOC;Kvithammer
1099;LOC;Prestmoen
1100;LOC;Leksvik
1101;LOC;Vanvikan
1102;LOC;Levanger
1103;LOC;Skogn
1104;LOC;Åsen
1105;LOC;Mule
1106;LOC;Ekne
1107;LOC;Eidsbotn
1108;LOC;Trones
1109;LOC;Lysthaugen
1110;LOC;Vuku
1111;LOC;Forbregd
1112;LOC;Lein
1113;LOC;Verdalsøra
1114;LOC;Malm
1115;LOC;Follafoss
1116;LOC;Namdalseid
1117;LOC;Hylla
1118;LOC;Røra Stasjon
